#{"t_start": 1600182218.320713, "env_id": null}
r,l,t
11.0,198,6878.143089
1.0,69,6882.278383
16.0,502,6913.170766
1.0,61,6916.906862
5.0,101,6922.902721
3.0,82,6927.777809
8.0,161,6937.485696
4.0,88,6943.257207
2.0,61,6947.040971
5.0,108,6953.576773
2.0,87,6958.720654
5.0,101,6964.713057
4.0,78,6969.361376
12.0,230,6987.310514
3.0,77,6991.855271
5.0,101,6997.928663
3.0,83,7002.931601
5.0,88,7008.098604
4.0,85,7013.216347
9.0,196,7025.06607
2.0,74,7029.431511
6.0,150,7038.361872
2.0,104,7044.636362
3.0,62,7048.398607
5.0,125,7056.145927
7.0,201,7068.342188
5.0,111,7075.060934
2.0,88,7080.410326
2.0,96,7086.231803
5.0,125,7093.924823
5.0,111,7100.583174
5.0,75,7104.946253
3.0,108,7111.391539
14.0,495,7141.597292
5.0,102,7147.79852
5.0,77,7152.466604
5.0,101,7158.543549
5.0,85,7163.677584
4.0,79,7168.444862
6.0,107,7174.920575
4.0,78,7179.63361
3.0,76,7184.201501
7.0,141,7192.858006
4.0,88,7198.055095
3.0,76,7202.52435
3.0,92,7208.080952
3.0,132,7216.019556
4.0,87,7221.347296
1.0,61,7225.022392
5.0,85,7230.178658
20.0,517,7261.98759
4.0,75,7266.57027
5.0,101,7272.693328
2.0,60,7276.331896
1.0,61,7280.012187
5.0,88,7285.329631
8.0,207,7297.917729
10.0,183,7308.988554
5.0,121,7316.393077
4.0,78,7321.179049
5.0,142,7329.837594
3.0,63,7333.663683
11.0,239,7348.203314
3.0,84,7353.317421
9.0,176,7363.988514
12.0,191,7375.610594
6.0,157,7385.138287
4.0,86,7390.358538
4.0,79,7395.165963
4.0,115,7402.199075
7.0,166,7412.351105
8.0,172,7422.79756
3.0,75,7427.361252
3.0,108,7433.934951
1.0,84,7439.062994
2.0,111,7445.938653
6.0,177,7457.673455
6.0,101,7463.923955
5.0,101,7470.166223
7.0,124,7477.816426
10.0,201,7493.830295
4.0,77,7498.644923
5.0,110,7505.416515
9.0,157,7514.96878
