#{"t_start": 1600111101.9033527, "env_id": null}
r,l,t
7.0,128,4130.68168
6.0,108,4134.253887
9.0,236,4141.596038
6.0,107,4145.653865
4.0,102,4146.57162
5.0,128,4150.338345
4.0,69,4153.557471
6.0,108,4157.10962
5.0,108,4160.709509
6.0,125,4164.450294
6.0,125,4168.17315
6.0,111,4169.191394
11.0,222,4176.407976
6.0,124,4180.123378
6.0,101,4183.651148
6.0,108,4187.260553
6.0,108,4190.832114
5.0,107,4191.828626
5.0,108,4195.393299
6.0,103,4198.899479
6.0,102,4202.435246
6.0,108,4206.017154
14.0,269,4213.69758
4.0,68,4214.297193
4.0,89,4217.724848
8.0,141,4221.609298
3.0,71,4224.864006
6.0,104,4225.802836
15.0,271,4236.078869
5.0,108,4237.048816
8.0,144,4243.555196
6.0,102,4244.50982
5.0,108,4248.157222
6.0,108,4251.794361
6.0,108,4255.464947
6.0,103,4259.063606
6.0,102,4262.681547
6.0,103,4263.644477
12.0,222,4271.126809
6.0,112,4274.805608
2.0,60,4275.362985
11.0,222,4282.804341
9.0,208,4289.973999
6.0,112,4293.603389
9.0,206,4298.168291
17.0,459,4313.338669
6.0,101,4316.904473
5.0,101,4317.881166
4.0,69,4321.19455
4.0,70,4321.847898
4.0,69,4325.155883
15.0,271,4333.156365
6.0,108,4337.769715
8.0,143,4342.529968
7.0,128,4346.671158
8.0,142,4350.961114
12.0,230,4358.488854
5.0,87,4361.960268
5.0,88,4362.801298
8.0,141,4366.809409
4.0,108,4370.479216
5.0,88,4373.966585
13.0,230,4381.447369
15.0,254,4389.199232
6.0,108,4392.879598
4.0,87,4393.726864
5.0,88,4397.200107
11.0,222,4404.645121
3.0,90,4405.516343
4.0,86,4408.992375
14.0,264,4416.883911
6.0,101,4420.493768
12.0,222,4427.960632
16.0,273,4435.920016
5.0,88,4439.423906
5.0,107,4440.467962
6.0,108,4444.183578
6.0,123,4448.081819
12.0,232,4455.946564
17.0,464,4470.73178
16.0,272,4478.485578
11.0,232,4485.880107
4.0,68,4486.50113
11.0,224,4493.808515
4.0,101,4497.352688
12.0,240,4502.199891
4.0,124,4505.971068
4.0,127,4509.792855
11.0,236,4517.220435
12.0,223,4524.534097
4.0,88,4527.957606
5.0,123,4531.729866
13.0,251,4539.313148
5.0,112,4542.980882
18.0,463,4555.103702
14.0,258,4562.766158
18.0,471,4577.620445
16.0,469,4589.728584
15.0,470,4604.65563
16.0,270,4612.399325
12.0,223,4619.691915
6.0,125,4623.47594
4.0,124,4627.229848
3.0,137,4631.132575
4.0,68,4634.375922
2.0,60,4634.93207
2.0,60,4635.488077
3.0,60,4638.699787
4.0,107,4642.315057
6.0,103,4645.869861
6.0,101,4646.781816
6.0,104,4650.353825
2.0,60,4653.518537
4.0,108,4657.15312
6.0,101,4658.066364
4.0,128,4661.884299
4.0,110,4665.536741
6.0,107,4669.128908
5.0,110,4672.744546
2.0,60,4673.291223
8.0,141,4677.198768
6.0,150,4683.80049
6.0,101,4684.709718
1.0,60,4687.900725
4.0,130,4691.733036
4.0,124,4695.499938
7.0,229,4702.848634
4.0,131,4706.683387
5.0,142,4710.626585
6.0,101,4714.190438
6.0,142,4718.122866
5.0,152,4722.130249
4.0,88,4725.577057
3.0,68,4726.205375
6.0,163,4730.323788
1.0,62,4733.527153
2.0,60,4734.076971
5.0,103,4737.652541
3.0,69,4740.923198
6.0,101,4741.861243
0.0,69,4745.119881
0.0,69,4748.409703
6.0,146,4752.417699
4.0,111,4757.346294
7.0,150,4761.500831
6.0,147,4765.701902
6.0,102,4769.425109
1.0,68,4770.098563
5.0,103,4773.794051
3.0,69,4777.151144
1.0,63,4777.759074
6.0,115,4781.594415
4.0,69,4782.26683
5.0,112,4786.097381
4.0,108,4789.85203
5.0,102,4793.551413
0.0,60,4794.127937
4.0,87,4797.689197
6.0,150,4801.830252
1.0,60,4805.092314
5.0,103,4808.780318
5.0,143,4812.86199
5.0,108,4816.598543
4.0,143,4820.656062
4.0,123,4824.53202
4.0,103,4825.535527
5.0,140,4829.547848
6.0,142,4836.283152
4.0,128,4840.159057
6.0,132,4844.092052
4.0,104,4845.084108
5.0,107,4848.760061
5.0,101,4852.34166
5.0,94,4855.862343
5.0,102,4859.466163
5.0,159,4863.619747
4.0,128,4867.477187
5.0,107,4871.111669
5.0,107,4874.765723
6.0,101,4875.716025
4.0,125,4879.490007
6.0,102,4883.06833
6.0,102,4886.641234
6.0,102,4890.204114
3.0,68,4890.844706
5.0,95,4894.322534
8.0,209,4901.590336
6.0,124,4905.351289
7.0,133,4909.139417
4.0,108,4910.101742
3.0,68,4913.29949
6.0,140,4917.150644
6.0,141,4921.006803
6.0,115,4924.628076
6.0,101,4928.123084
3.0,70,4928.753448
6.0,146,4935.281745
6.0,101,4936.185603
7.0,154,4942.773421
7.0,107,4943.729588
2.0,69,4946.954761
4.0,71,4947.597733
6.0,142,4954.049997
6.0,101,4954.955669
6.0,108,4958.503672
8.0,170,4965.183511
5.0,107,4966.149511
6.0,143,4969.992138
7.0,143,4976.46101
2.0,60,4977.013997
4.0,124,4980.724911
6.0,141,4984.565968
8.0,149,4988.476577
5.0,124,4992.19438
8.0,160,4998.790689
2.0,60,4999.343436
5.0,123,5003.023511
5.0,128,5006.748402
4.0,126,5010.484656
8.0,154,5014.45222
5.0,128,5018.177487
5.0,123,5021.866741
2.0,60,5024.986903
6.0,143,5028.86975
6.0,148,5032.777062
5.0,108,5036.331495
5.0,141,5040.198551
2.0,61,5040.73486
4.0,124,5044.429223
4.0,108,5048.053471
11.0,263,5055.549794
4.0,101,5059.00196
4.0,127,5062.770595
2.0,60,5063.305917
6.0,143,5067.168667
5.0,127,5070.88881
6.0,142,5077.317972
8.0,159,5081.325757
8.0,157,5085.322622
2.0,60,5088.44284
5.0,129,5092.178231
5.0,123,5093.257819
3.0,62,5096.397906
5.0,141,5100.229065
10.0,182,5104.434814
10.0,174,5111.15964
4.0,131,5114.930234
8.0,158,5118.913052
5.0,123,5122.612689
5.0,111,5126.184593
7.0,160,5130.190975
7.0,159,5134.203496
10.0,507,5149.054993
8.0,159,5155.630922
10.0,177,5159.809801
5.0,103,5163.32561
9.0,176,5167.508666
13.0,471,5182.100121
3.0,60,5182.636786
8.0,158,5189.208069
8.0,158,5193.335241
8.0,156,5197.38352
5.0,107,5200.967743
5.0,133,5204.7417
8.0,184,5209.038258
9.0,176,5215.854647
4.0,149,5219.805237
5.0,153,5223.810024
10.0,519,5238.924107
4.0,147,5242.800942
7.0,158,5249.341264
4.0,133,5253.090824
5.0,141,5256.900671
3.0,60,5257.452781
3.0,69,5260.614686
4.0,141,5264.469617
5.0,141,5268.343752
5.0,101,5271.974104
4.0,143,5276.062509
5.0,127,5280.01334
6.0,103,5283.522064
5.0,142,5287.399226
4.0,101,5288.294457
10.0,506,5303.102639
10.0,441,5317.32056
10.0,173,5321.431312
6.0,101,5324.905031
4.0,123,5328.552498
11.0,446,5340.228338
5.0,101,5343.713228
6.0,113,5347.324533
2.0,60,5350.409836
3.0,60,5350.941756
10.0,184,5357.735097
5.0,101,5358.632116
8.0,140,5362.455358
17.0,663,5384.399845
8.0,135,5388.184491
8.0,215,5392.685465
6.0,141,5396.526131
5.0,110,5400.080142
6.0,102,5403.542356
6.0,103,5407.082072
7.0,128,5410.786512
5.0,106,5414.306365
7.0,127,5418.014621
6.0,150,5421.92705
12.0,184,5426.111497
4.0,69,5429.298728
10.0,182,5433.503195
2.0,60,5436.593713
10.0,177,5440.745672
3.0,69,5443.923884
4.0,68,5444.533705
3.0,60,5447.644793
6.0,150,5451.557943
12.0,176,5455.696579
6.0,107,5459.232495
4.0,135,5463.013764
5.0,101,5466.473542
7.0,123,5470.16501
5.0,126,5473.891361
4.0,118,5477.52291
9.0,173,5481.654568
7.0,158,5485.611149
6.0,123,5489.283318
11.0,173,5495.982804
9.0,151,5499.976129
5.0,141,5503.924291
6.0,128,5507.693696
5.0,101,5511.144686
5.0,132,5514.894626
13.0,480,5526.893257
13.0,214,5533.979395
8.0,174,5540.695522
6.0,115,5541.736342
6.0,114,5545.383077
14.0,258,5552.890131
11.0,206,5559.957843
2.0,60,5560.507596
10.0,171,5567.249626
5.0,101,5570.767947
13.0,240,5575.566294
20.0,279,5585.8613
8.0,153,5589.868454
6.0,101,5593.408454
9.0,143,5597.329037
6.0,153,5601.316661
6.0,107,5604.89121
5.0,141,5608.785024
12.0,207,5613.291586
6.0,141,5619.794907
6.0,112,5620.831215
15.0,243,5628.275566
11.0,171,5635.023377
12.0,182,5639.271858
11.0,173,5643.484245
10.0,179,5650.322942
2.0,60,5650.874893
8.0,140,5654.762322
4.0,87,5658.197983
11.0,174,5662.444884
6.0,103,5666.02127
13.0,216,5673.108046
6.0,101,5676.57601
5.0,128,5680.315008
10.0,167,5684.391388
13.0,190,5688.646506
4.0,132,5694.955399
6.0,101,5695.866785
13.0,198,5702.763835
1.0,60,5703.29753
5.0,129,5707.048018
5.0,101,5710.54004
5.0,134,5714.315142
9.0,200,5721.252274
5.0,132,5725.007068
12.0,200,5729.386836
4.0,103,5732.879225
4.0,111,5736.439881
5.0,90,5739.807977
3.0,71,5740.443636
9.0,172,5747.131276
10.0,173,5751.246105
3.0,68,5751.861304
9.0,176,5758.59871
15.0,487,5773.27483
6.0,143,5777.099069
5.0,144,5780.949159
6.0,141,5784.765639
8.0,162,5788.771859
5.0,107,5792.303776
8.0,167,5796.372777
9.0,159,5802.922951
4.0,138,5806.755244
9.0,167,5810.927476
7.0,157,5814.939802
10.0,175,5821.637571
3.0,88,5822.437808
10.0,242,5829.723815
1.0,69,5832.91509
5.0,141,5836.757695
8.0,158,5840.76343
11.0,238,5848.028961
13.0,472,5862.511906
9.0,178,5866.679187
8.0,172,5870.774033
8.0,165,5877.401589
8.0,157,5881.382
8.0,156,5885.338411
5.0,102,5888.84485
4.0,128,5892.578523
5.0,147,5896.463459
4.0,90,5899.85629
6.0,153,5903.805876
9.0,175,5907.942263
9.0,175,5914.665652
9.0,199,5919.072139
10.0,178,5925.854379
3.0,111,5926.863833
5.0,88,5930.251695
2.0,61,5933.378591
11.0,513,5948.350448
9.0,183,5952.585896
11.0,175,5956.750874
10.0,175,5963.504764
10.0,182,5967.750215
15.0,252,5975.751814
11.0,173,5982.538469
5.0,101,5983.48558
9.0,176,5990.33354
13.0,200,5994.755673
3.0,72,5998.001622
5.0,129,6001.833285
11.0,174,6006.033809
4.0,128,6009.818947
8.0,160,6013.876805
15.0,238,6021.230199
9.0,173,6027.994453
13.0,198,6032.440382
8.0,165,6039.152291
14.0,240,6043.935084
11.0,166,6050.69197
10.0,171,6054.888011
4.0,101,6058.434589
9.0,173,6062.643214
11.0,171,6069.422047
3.0,78,6070.141628
20.0,466,6084.91265
11.0,177,6089.162968
17.0,238,6096.581008
6.0,142,6100.519017
4.0,128,6104.308621
7.0,143,6108.192116
18.0,238,6115.488277
16.0,514,6130.56931
10.0,169,6134.66232
6.0,141,6141.073922
6.0,142,6144.909132
7.0,142,6148.761469
8.0,149,6152.682899
20.0,468,6167.171316
11.0,174,6171.317162
14.0,207,6178.363207
19.0,238,6183.112656
14.0,207,6190.181023
15.0,246,6197.633112
11.0,172,6201.789095
12.0,478,6216.535811
7.0,152,6220.637508
8.0,190,6227.554368
10.0,175,6231.733661
11.0,176,6235.91439
10.0,206,6242.961256
11.0,200,6249.96047
7.0,160,6254.001114
11.0,209,6258.490536
8.0,179,6265.287153
11.0,174,6269.45945
11.0,177,6276.25164
15.0,206,6280.723446
14.0,205,6287.783351
18.0,507,6302.753443
15.0,205,6307.199497
11.0,192,6314.123666
15.0,206,6321.151664
7.0,158,6325.1862
11.0,239,6332.497737
11.0,173,6336.64808
13.0,231,6343.969475
11.0,173,6348.147321
13.0,227,6355.404151
4.0,125,6359.108806
5.0,124,6362.847646
17.0,240,6370.204847
6.0,126,6373.957285
13.0,230,6378.60277
5.0,124,6382.317818
5.0,101,6385.813694
6.0,101,6389.321148
10.0,165,6393.38755
5.0,112,6396.966728
9.0,208,6404.071713
5.0,104,6407.640126
8.0,174,6411.873587
4.0,101,6415.39135
10.0,176,6419.646599
5.0,104,6423.195779
15.0,476,6438.162397
6.0,146,6442.180789
17.0,232,6449.598475
18.0,238,6457.063791
9.0,175,6461.351741
15.0,238,6468.840539
5.0,107,6472.474247
7.0,144,6476.453288
9.0,173,6480.709831
6.0,144,6484.730377
7.0,126,6488.607102
2.0,60,6491.805514
10.0,173,6496.11933
10.0,174,6500.405389
5.0,109,6504.118277
10.0,476,6519.209571
12.0,173,6523.531452
4.0,101,6527.145968
5.0,107,6530.923628
18.0,532,6546.404623
2.0,60,6549.553542
10.0,174,6553.737117
5.0,103,6557.250222
13.0,444,6569.022941
5.0,107,6572.579422
5.0,101,6576.078929
5.0,101,6579.595023
12.0,193,6584.514627
5.0,101,6588.029766
9.0,175,6592.22056
10.0,174,6598.940777
17.0,236,6603.718305
10.0,710,6625.763592
13.0,190,6630.088904
14.0,274,6640.375369
12.0,209,6644.883001
17.0,230,6652.163705
5.0,101,6655.689919
16.0,245,6663.108747
15.0,511,6678.174333
16.0,258,6685.742034
2.0,83,6686.494659
9.0,173,6693.252161
31.0,495,6708.112813
13.0,192,6712.564644
5.0,125,6716.29535
10.0,206,6723.325923
10.0,173,6727.478848
15.0,273,6735.177048
10.0,173,6741.92889
4.0,102,6742.856122
14.0,205,6749.932043
6.0,101,6753.440659
5.0,101,6754.355381
2.0,60,6757.530437
16.0,225,6764.765836
5.0,101,6768.27879
12.0,201,6772.665673
3.0,82,6776.004116
10.0,169,6780.131321
11.0,208,6787.229145
9.0,172,6791.397223
17.0,222,6798.619083
4.0,136,6802.4358
10.0,168,6806.564726
23.0,254,6814.037054
18.0,238,6821.417344
19.0,248,6828.872491
5.0,110,6832.444717
6.0,107,6836.010287
16.0,238,6840.951252
6.0,112,6844.68722
2.0,114,6848.459847
14.0,231,6856.069085
4.0,78,6859.494944
4.0,69,6860.167916
20.0,287,6868.310694
12.0,166,6875.330251
3.0,119,6879.188431
4.0,76,6879.948822
3.0,60,6883.206846
3.0,71,6883.894354
6.0,113,6887.711806
4.0,101,6891.394293
3.0,68,6892.062681
5.0,142,6898.79183
18.0,238,6903.766083
6.0,124,6907.623471
4.0,129,6911.519969
4.0,125,6915.352295
9.0,183,6922.344443
8.0,141,6926.322814
6.0,149,6930.370708
17.0,222,6937.744702
8.0,139,6941.728185
6.0,103,6945.330398
19.0,237,6952.87707
17.0,235,6957.756813
6.0,112,6961.476803
6.0,101,6965.078354
16.0,222,6972.41589
5.0,101,6975.951638
6.0,109,6976.94092
5.0,124,6980.692865
6.0,101,6984.220489
5.0,101,6987.739052
5.0,108,6991.319964
6.0,108,6994.900523
15.0,206,6999.406905
13.0,223,7006.654121
2.0,60,7007.205319
5.0,103,7010.72869
6.0,107,7014.292192
6.0,103,7017.832548
6.0,108,7021.428946
4.0,70,7022.063772
7.0,132,7025.855626
4.0,70,7029.110371
2.0,60,7029.667296
6.0,101,7033.168067
6.0,108,7036.737973
6.0,108,7040.320432
7.0,132,7044.142944
6.0,107,7047.715941
6.0,110,7051.316552
6.0,107,7052.275028
6.0,108,7055.869862
5.0,88,7059.282464
12.0,190,7063.590775
6.0,144,7070.089525
6.0,113,7071.119837
3.0,60,7074.248962
5.0,101,7077.774419
5.0,87,7078.571303
7.0,141,7082.443872
7.0,108,7086.021323
5.0,113,7089.679991
16.0,451,7104.163857
14.0,199,7108.603302
6.0,107,7112.182837
8.0,171,7116.328523
5.0,101,7119.866002
13.0,216,7127.232821
12.0,214,7134.384302
12.0,191,7138.722524
10.0,174,7142.886492
10.0,166,7149.632961
14.0,256,7157.162092
14.0,214,7161.724375
13.0,200,7168.720826
4.0,132,7172.508703
4.0,132,7176.315389
4.0,131,7180.1142
14.0,219,7187.321525
2.0,60,7187.866707
6.0,141,7191.752684
5.0,142,7196.120421
5.0,140,7202.601953
4.0,135,7206.426592
4.0,132,7210.266614
5.0,132,7214.058748
4.0,131,7217.891059
5.0,136,7221.860403
4.0,140,7225.783529
5.0,110,7229.349618
2.0,61,7229.897536
4.0,140,7233.761498
3.0,69,7236.997111
5.0,240,7244.390514
5.0,112,7248.006382
4.0,128,7251.753419
5.0,161,7255.823612
5.0,108,7259.399906
5.0,111,7263.011799
6.0,233,7267.711122
6.0,101,7271.247218
5.0,109,7274.871497
5.0,111,7278.509404
4.0,140,7282.438591
5.0,106,7286.047705
6.0,101,7289.598753
5.0,111,7290.624188
5.0,123,7294.402498
5.0,128,7298.215551
6.0,257,7305.911488
5.0,124,7309.700956
23.0,604,7328.484466
7.0,284,7336.426947
5.0,107,7340.066034
5.0,101,7343.644243
5.0,123,7347.439994
6.0,112,7351.09813
5.0,103,7354.700954
4.0,82,7355.477069
4.0,76,7358.830103
4.0,144,7362.835742
6.0,104,7366.443325
3.0,125,7370.241508
6.0,132,7374.128484
2.0,61,7374.709823
4.0,132,7378.577166
4.0,89,7382.047461
4.0,70,7385.34269
5.0,132,7389.213535
6.0,101,7390.173197
6.0,112,7393.888321
6.0,107,7397.527241
6.0,101,7401.088893
6.0,101,7404.648685
5.0,132,7408.453354
5.0,88,7409.257957
6.0,101,7412.772095
6.0,109,7416.380476
5.0,124,7420.097204
4.0,126,7423.831083
6.0,107,7427.375571
6.0,102,7430.884068
6.0,131,7434.659905
8.0,163,7438.726063
6.0,102,7442.233085
6.0,107,7443.199206
6.0,101,7446.702284
5.0,146,7450.644859
6.0,123,7454.352047
6.0,102,7457.864493
6.0,112,7461.480645
4.0,107,7465.041709
6.0,108,7468.601862
6.0,101,7472.145487
6.0,109,7473.143877
5.0,86,7476.527605
6.0,101,7480.078574
6.0,101,7483.596893
6.0,128,7487.377304
6.0,123,7491.140072
6.0,107,7492.113312
6.0,142,7498.606796
6.0,123,7499.711816
6.0,104,7503.281279
15.0,270,7510.996608
4.0,85,7514.386399
4.0,79,7517.703854
6.0,112,7521.3153
6.0,101,7522.23555
5.0,86,7525.648877
6.0,132,7529.558643
5.0,87,7532.976358
6.0,126,7536.701807
6.0,132,7540.532881
6.0,101,7544.048589
4.0,77,7544.751604
6.0,101,7548.288511
4.0,69,7548.916342
4.0,77,7552.172748
5.0,85,7555.569985
7.0,237,7562.919286
8.0,140,7566.782313
6.0,101,7567.707474
6.0,111,7571.336717
7.0,143,7575.259823
5.0,88,7578.672212
5.0,110,7582.293603
8.0,238,7589.646783
5.0,126,7593.390809
7.0,125,7597.128822
5.0,107,7600.694314
6.0,103,7601.651244
6.0,101,7605.176892
4.0,97,7608.648828
4.0,70,7611.869889
7.0,132,7615.645073
5.0,85,7616.40498
6.0,126,7620.12209
3.0,82,7623.495431
5.0,125,7627.218532
5.0,135,7631.060783
6.0,101,7634.583948
18.0,487,7649.334853
5.0,87,7650.119795
6.0,109,7653.676806
6.0,101,7657.177079
6.0,105,7660.722845
8.0,236,7665.474104
11.0,241,7672.830259
8.0,141,7676.70145
6.0,101,7680.192667
23.0,539,7695.448948
8.0,167,7702.150753
6.0,102,7705.672039
12.0,237,7710.455973
8.0,144,7716.988109
6.0,107,7717.993528
6.0,110,7721.630099
11.0,165,7728.360817
6.0,141,7732.286341
8.0,141,7736.207356
12.0,175,7740.449557
11.0,165,7744.583625
11.0,190,7751.574351
4.0,88,7755.002118
6.0,131,7758.835966
17.0,490,7771.200804
8.0,143,7777.745509
7.0,141,7781.69443
4.0,135,7785.579526
8.0,230,7790.337508
5.0,135,7796.774006
10.0,222,7801.487471
5.0,141,7805.868043
20.0,485,7820.85528
4.0,123,7824.594371
6.0,124,7828.39055
5.0,141,7832.341519
6.0,101,7835.959258
12.0,227,7843.369884
7.0,190,7847.683855
6.0,230,7854.912732
6.0,140,7858.79003
10.0,167,7862.894162
18.0,216,7869.99825
4.0,68,7873.222215
7.0,199,7877.595517
1.0,60,7880.703888
4.0,71,7881.329696
6.0,141,7885.18828
5.0,106,7888.727767
6.0,142,7892.611056
15.0,470,7907.147325
4.0,123,7910.832524
10.0,151,7914.76465
5.0,103,7918.269304
6.0,124,7921.992715
9.0,150,7925.952939
8.0,142,7929.821048
13.0,230,7937.088314
8.0,143,7940.926194
16.0,272,7948.543968
11.0,157,7952.558962
11.0,230,7960.431404
9.0,143,7964.300115
27.0,507,7979.199477
10.0,157,7985.823891
11.0,230,7990.494644
4.0,68,7993.68301
18.0,270,8001.316315
12.0,254,8008.783723
13.0,271,8016.393349
3.0,68,8019.602584
9.0,150,8023.55593
19.0,473,8035.572081
3.0,68,8038.818995
9.0,141,8042.856376
5.0,123,8046.930136
6.0,102,8050.646749
6.0,101,8054.466008
14.0,231,8059.136447
17.0,281,8069.415324
6.0,101,8070.331319
5.0,86,8073.673361
4.0,83,8077.002579
14.0,222,8081.59355
5.0,106,8085.149449
5.0,107,8088.716977
4.0,80,8092.003137
4.0,79,8092.713494
5.0,107,8096.238367
6.0,110,8099.832483
22.0,463,8114.345726
4.0,83,8115.093271
6.0,124,8118.802335
10.0,157,8125.358938
5.0,107,8126.317537
5.0,103,8129.829478
9.0,150,8133.772857
6.0,101,8137.266885
11.0,232,8144.605621
4.0,68,8145.24125
13.0,231,8152.560645
10.0,233,8159.910093
9.0,159,8163.983422
17.0,464,8178.706349
9.0,151,8182.701902
5.0,102,8186.246505
3.0,68,8186.874054
10.0,158,8193.539899
8.0,157,8197.621924
7.0,155,8201.694457
4.0,123,8205.501739
4.0,78,8208.827645
5.0,141,8212.740273
5.0,132,8216.572843
4.0,128,8220.411505
2.0,60,8220.958139
4.0,132,8224.837625
5.0,131,8228.681486
2.0,61,8231.874246
5.0,128,8235.721495
5.0,131,8239.591277
4.0,123,8243.333816
5.0,123,8247.09532
4.0,126,8250.782433
5.0,125,8254.495429
10.0,159,8258.498705
9.0,159,8262.507654
4.0,126,8266.217624
6.0,101,8269.675637
5.0,125,8273.370666
5.0,123,8277.040851
5.0,112,8280.619048
5.0,132,8284.352041
6.0,131,8288.123741
6.0,132,8291.900114
9.0,189,8296.181343
6.0,131,8299.917401
6.0,108,8303.451029
4.0,69,8306.651107
4.0,68,8307.266001
6.0,125,8310.948869
6.0,108,8314.492139
5.0,86,8317.831003
9.0,167,8321.897761
8.0,157,8325.883815
9.0,157,8332.434771
9.0,157,8336.400247
6.0,101,8339.895982
2.0,60,8340.438684
4.0,79,8343.730777
6.0,101,8344.646243
6.0,108,8348.19775
2.0,61,8351.340438
9.0,158,8355.369633
9.0,159,8359.38038
7.0,168,8366.009383
9.0,157,8370.012259
2.0,60,8370.551585
6.0,102,8374.043941
6.0,101,8377.528222
6.0,101,8381.012245
7.0,107,8381.971664
6.0,103,8385.470741
3.0,61,8388.617639
4.0,96,8392.065026
2.0,60,8392.612662
5.0,106,8396.162919
8.0,140,8399.985302
4.0,68,8400.595416
5.0,87,8403.950226
2.0,60,8407.05247
4.0,70,8407.684115
5.0,85,8411.043417
5.0,86,8411.808951
3.0,60,8416.494882
6.0,123,8420.185897
2.0,60,8420.717533
4.0,79,8424.004916
4.0,83,8427.325511
3.0,70,8427.957894
4.0,70,8431.169401
4.0,76,8431.841358
6.0,107,8435.3795
5.0,101,8438.856981
5.0,108,8442.428156
3.0,82,8443.168349
3.0,79,8446.460498
4.0,69,8449.664611
6.0,110,8450.638458
5.0,108,8454.204322
5.0,101,8457.685223
4.0,87,8461.038431
4.0,101,8464.529023
5.0,107,8465.483885
4.0,101,8468.963779
5.0,109,8472.544877
6.0,107,8476.104472
4.0,69,8476.718299
7.0,107,8480.269411
2.0,82,8483.579338
3.0,107,8487.122709
5.0,107,8490.648401
2.0,60,8491.177724
4.0,101,8494.657077
5.0,107,8498.189652
8.0,141,8502.058875
6.0,111,8505.642454
6.0,112,8506.644838
6.0,106,8510.171848
8.0,140,8513.98004
6.0,112,8517.548951
8.0,140,8521.391998
11.0,198,8528.347738
2.0,60,8528.897786
2.0,60,8532.028622
5.0,103,8535.538301
6.0,173,8539.662873
8.0,168,8543.765278
6.0,108,8547.356298
2.0,60,8550.496962
11.0,200,8554.893351
6.0,109,8558.468303
5.0,132,8562.266249
2.0,60,8565.423792
12.0,169,8569.560627
2.0,61,8570.106974
17.0,491,8585.057692
6.0,101,8588.620965
12.0,165,8592.788706
5.0,101,8596.353001
5.0,124,8600.13503
8.0,176,8604.391053
6.0,108,8608.03082
16.0,465,8622.787248
22.0,464,8637.585519
20.0,476,8649.881083
7.0,159,8654.088745
21.0,488,8669.148219
19.0,463,8683.574045
10.0,159,8687.58154
16.0,200,8694.534799
10.0,173,8698.65239
8.0,171,8702.754019
25.0,484,8717.519407
7.0,145,8721.419921
21.0,263,8728.898424
4.0,79,8732.186934
6.0,129,8735.905161
10.0,171,8740.032236
42.0,876,8765.854525
11.0,161,8769.867267
6.0,129,8773.597668
15.0,230,8780.806062
22.0,470,8795.338618
6.0,132,8799.076622
18.0,223,8806.202969
11.0,176,8810.350916
15.0,230,8817.533583
8.0,144,8821.40265
23.0,474,8836.105322
31.0,566,8851.455482
8.0,173,8855.600419
18.0,230,8862.818989
6.0,102,8866.399962
4.0,91,8869.781037
6.0,130,8873.517452
22.0,468,8885.39076
4.0,79,8888.679466
4.0,91,8892.077241
4.0,130,8895.842731
4.0,78,8896.544957
3.0,88,8899.898216
8.0,148,8903.810215
4.0,83,8907.186782
4.0,78,8907.882338
6.0,107,8911.403207
6.0,101,8914.870807
6.0,126,8918.567698
5.0,83,8921.88299
6.0,132,8925.656468
6.0,107,8929.199327
6.0,103,8930.129301
6.0,108,8933.668626
5.0,131,8937.421651
6.0,107,8940.977276
6.0,110,8944.527709
4.0,79,8947.782208
4.0,79,8948.489408
4.0,77,8951.762064
6.0,101,8955.254799
5.0,133,8959.02488
6.0,110,8960.006843
5.0,101,8963.53363
4.0,101,8967.157492
5.0,87,8970.774008
6.0,107,8974.728571
6.0,112,8975.774541
5.0,132,8979.697312
6.0,101,8983.324518
6.0,198,8990.554795
5.0,108,8994.205271
5.0,108,8997.898799
5.0,108,8998.926194
6.0,107,9002.605604
2.0,60,9005.811518
6.0,123,9009.599347
10.0,150,9013.697405
6.0,102,9017.318544
2.0,60,9017.911757
8.0,157,9022.059056
13.0,225,9030.102495
10.0,157,9034.206715
10.0,158,9040.982448
14.0,208,9045.609911
2.0,60,9048.837678
6.0,123,9052.681472
6.0,124,9056.505929
25.0,502,9069.233798
4.0,103,9072.870996
10.0,157,9077.012274
3.0,60,9080.219632
23.0,493,9095.316639
10.0,207,9099.747803
8.0,143,9106.222235
6.0,101,9107.120497
6.0,102,9110.623681
11.0,158,9114.610561
6.0,124,9118.280256
20.0,490,9133.079338
6.0,102,9136.582571
6.0,124,9140.269512
7.0,110,9143.815294
13.0,214,9148.316779
6.0,101,9151.792974
6.0,103,9155.286904
10.0,158,9159.275074
6.0,101,9162.760054
6.0,108,9166.298659
6.0,101,9169.764271
6.0,108,9173.311636
10.0,157,9177.288322
9.0,173,9181.424658
19.0,487,9196.082799
4.0,69,9196.707141
6.0,125,9200.39269
10.0,167,9207.021955
5.0,107,9210.580692
4.0,102,9211.500236
8.0,144,9217.944555
3.0,68,9218.543417
6.0,112,9222.125888
10.0,158,9226.131538
4.0,110,9229.68696
10.0,166,9233.741123
10.0,157,9240.304763
6.0,126,9244.026648
5.0,107,9244.981297
2.0,60,9248.096737
15.0,198,9252.465547
6.0,132,9256.233218
4.0,113,9259.818443
6.0,102,9263.298454
4.0,92,9266.677985
6.0,111,9270.233087
6.0,108,9273.778791
22.0,545,9288.998993
4.0,104,9292.50641
6.0,123,9296.151726
6.0,112,9297.148678
15.0,191,9303.988858
15.0,200,9308.357531
6.0,108,9311.886592
5.0,106,9315.426017
6.0,112,9319.004714
6.0,107,9322.547194
4.0,95,9325.971429
6.0,112,9326.97198
15.0,198,9333.864354
10.0,173,9338.001473
