#{"t_start": 1600111101.9033527, "env_id": null}
r,l,t
6.0,112,15634.276193
9.0,182,15641.025712
5.0,108,15641.986664
5.0,124,15645.622908
4.0,68,15648.767502
5.0,108,15652.316673
9.0,201,15656.642421
9.0,174,15663.308896
6.0,109,15666.802128
7.0,154,15670.729461
7.0,135,15674.47941
13.0,198,15678.82507
27.0,463,15693.113685
18.0,247,15700.389081
23.0,468,15714.72812
4.0,109,15715.699927
5.0,101,15719.126389
3.0,137,15722.903311
4.0,132,15726.625626
36.0,594,15746.071842
27.0,464,15760.385444
18.0,233,15764.978485
10.0,168,15771.578044
6.0,112,15775.109209
6.0,103,15776.018394
13.0,202,15782.921978
5.0,103,15786.386032
5.0,128,15790.102836
7.0,147,15793.970599
7.0,136,15797.725811
9.0,176,15801.889609
15.0,242,15809.151688
4.0,111,15812.703318
3.0,103,15816.178447
16.0,236,15823.381477
4.0,92,15826.771296
7.0,128,15830.447798
15.0,191,15834.679549
11.0,245,15841.959301
17.0,238,15849.193482
10.0,166,15853.212386
16.0,240,15860.470958
6.0,108,15863.971878
16.0,232,15871.142625
29.0,521,15886.033379
5.0,124,15889.71986
8.0,158,15893.681358
15.0,192,15897.936461
21.0,263,15905.411623
10.0,169,15912.004464
4.0,126,15915.680912
5.0,102,15919.182367
10.0,186,15923.411541
8.0,142,15927.260467
15.0,201,15934.175869
9.0,173,15938.293822
14.0,190,15945.122232
11.0,170,15949.211154
27.0,519,15964.10867
12.0,166,15968.13353
17.0,239,15975.480478
32.0,603,15993.714258
26.0,508,16008.5361
12.0,175,16012.684197
34.0,535,16027.803558
13.0,184,16034.598551
25.0,508,16049.495021
29.0,502,16064.528899
11.0,174,16068.627435
17.0,288,16076.251159
13.0,206,16083.174694
23.0,511,16097.944113
6.0,108,16101.438955
9.0,227,16106.01705
6.0,103,16109.462193
4.0,98,16112.885198
7.0,123,16116.507756
6.0,109,16119.995767
28.0,493,16134.547879
6.0,112,16138.076347
20.0,279,16145.651797
25.0,495,16160.211019
13.0,184,16164.390898
15.0,233,16171.520265
29.0,519,16186.290261
6.0,108,16189.780219
18.0,238,16196.987107
17.0,264,16204.401101
18.0,273,16211.886781
29.0,466,16223.638256
20.0,250,16230.906006
25.0,464,16245.16654
19.0,273,16252.687117
24.0,469,16267.006943
10.0,167,16271.061096
8.0,141,16274.857625
8.0,144,16278.669502
5.0,102,16282.117806
18.0,216,16289.143733
6.0,108,16292.665426
27.0,507,16307.326248
5.0,104,16308.254037
5.0,101,16311.703415
22.0,272,16319.230193
23.0,464,16333.563234
3.0,102,16337.004865
20.0,271,16345.188748
23.0,271,16352.696051
22.0,271,16360.190685
4.0,107,16363.741445
22.0,515,16379.02785
8.0,142,16382.983317
15.0,227,16390.331064
28.0,470,16405.20279
14.0,230,16409.967594
16.0,207,16417.113623
5.0,127,16420.914868
31.0,571,16436.660137
7.0,128,16440.470478
4.0,115,16444.159429
9.0,144,16448.121599
19.0,283,16458.627506
6.0,111,16462.273451
6.0,101,16463.209494
11.0,187,16470.188051
4.0,101,16473.756436
16.0,214,16478.350822
24.0,506,16493.414708
8.0,141,16497.29519
16.0,248,16504.565718
22.0,512,16519.280686
23.0,471,16533.65438
12.0,228,16540.7509
6.0,141,16544.541958
23.0,519,16559.303114
7.0,143,16563.072477
17.0,246,16570.391378
6.0,102,16573.852651
19.0,279,16581.466453
17.0,270,16589.011837
17.0,238,16596.20138
16.0,255,16603.50582
11.0,167,16607.527416
24.0,511,16622.16905
6.0,102,16625.618475
6.0,108,16629.122392
7.0,144,16632.929738
36.0,576,16648.270954
4.0,103,16651.712137
6.0,101,16655.141458
7.0,132,16658.855622
6.0,101,16662.286507
6.0,101,16665.72476
6.0,132,16669.430095
6.0,103,16670.323981
24.0,464,16684.585567
14.0,190,16691.382762
6.0,101,16692.273225
8.0,154,16698.718376
5.0,114,16699.724802
8.0,173,16706.338659
12.0,175,16710.403691
5.0,123,16714.047284
11.0,167,16718.077495
34.0,587,16736.016532
8.0,144,16739.838319
4.0,106,16743.31279
7.0,142,16747.119585
13.0,233,16754.434971
6.0,151,16758.476693
7.0,141,16762.427534
22.0,276,16770.352345
20.0,271,16777.875977
10.0,167,16784.451227
15.0,240,16791.758038
12.0,167,16795.853032
17.0,239,16803.082344
10.0,167,16807.124482
17.0,240,16814.387392
17.0,265,16821.932889
6.0,112,16825.511166
6.0,110,16829.07267
19.0,273,16836.620511
17.0,271,16844.184916
18.0,234,16851.423411
23.0,466,16865.891664
6.0,127,16867.021525
5.0,103,16870.516497
6.0,109,16874.085093
22.0,491,16888.803502
11.0,165,16892.866823
32.0,588,16911.062245
6.0,107,16915.521437
16.0,207,16920.063557
10.0,167,16926.758043
27.0,486,16938.8051
6.0,102,16942.30331
30.0,509,16957.385755
20.0,271,16964.917774
6.0,103,16968.390853
24.0,491,16983.01149
4.0,101,16986.457285
35.0,589,17001.970301
6.0,102,17005.452914
6.0,107,17008.958639
11.0,161,17012.944787
17.0,232,17020.173415
6.0,101,17023.63254
19.0,272,17031.138258
11.0,176,17035.286763
22.0,469,17049.711751
33.0,631,17068.165643
4.0,92,17071.551128
6.0,113,17075.11893
4.0,88,17075.884104
4.0,99,17079.336589
14.0,207,17086.300191
6.0,108,17087.266667
9.0,144,17093.664565
1.0,69,17094.279573
0.0,68,17097.464075
7.0,87,17098.27359
1.0,66,17101.47476
8.0,154,17105.45099
1.0,66,17108.572443
5.0,92,17109.395939
4.0,96,17112.802098
4.0,109,17116.331242
2.0,60,17116.863799
7.0,166,17123.494997
0.0,67,17124.082812
1.0,119,17127.70277
0.0,74,17130.934095
0.0,74,17131.605688
1.0,106,17135.095885
1.0,151,17139.000485
1.0,139,17142.828137
1.0,136,17146.598735
1.0,143,17152.98463
1.0,107,17153.953801
1.0,106,17157.448831
1.0,104,17160.939279
1.0,106,17164.425051
1.0,61,17164.957376
1.0,61,17168.049303
1.0,61,17168.581575
2.0,60,17171.667726
2.0,60,17172.19163
1.0,60,17175.292131
13.0,214,17179.782925
3.0,68,17182.980646
21.0,441,17194.54031
2.0,61,17197.627204
10.0,177,17201.745488
20.0,479,17216.223259
4.0,105,17219.703436
22.0,533,17234.721533
16.0,241,17242.099399
20.0,282,17249.799387
2.0,62,17250.361667
6.0,108,17253.895331
37.0,584,17271.966207
27.0,498,17286.78412
7.0,132,17290.613696
20.0,279,17298.284508
4.0,103,17301.873914
45.0,686,17320.983075
2.0,60,17324.092941
25.0,531,17339.29386
10.0,161,17343.339311
31.0,656,17362.289486
38.0,870,17388.086441
14.0,256,17395.552191
10.0,158,17399.577164
7.0,141,17403.427527
6.0,101,17406.959391
18.0,263,17414.665821
17.0,246,17422.065275
27.0,495,17436.814637
9.0,163,17440.85834
5.0,112,17444.463091
19.0,270,17452.058089
6.0,110,17455.663745
27.0,506,17470.593004
33.0,593,17488.977907
12.0,167,17493.086784
39.0,647,17512.042238
4.0,76,17515.336844
6.0,112,17516.365419
6.0,101,17519.921473
5.0,106,17523.47098
6.0,124,17527.221617
4.0,68,17530.460283
4.0,68,17531.072561
35.0,599,17549.654839
7.0,107,17553.205051
2.0,60,17553.760657
6.0,107,17557.308487
6.0,117,17560.982115
6.0,109,17565.10587
3.0,61,17565.672253
7.0,124,17569.439276
28.0,513,17584.505007
38.0,888,17610.633855
18.0,273,17618.281077
2.0,60,17621.412577
40.0,647,17640.168038
19.0,239,17647.498519
1.0,61,17648.055503
6.0,103,17651.601023
25.0,484,17666.43544
44.0,629,17685.256276
6.0,103,17686.226797
4.0,77,17689.548105
6.0,103,17693.070356
6.0,101,17696.622302
6.0,108,17697.614546
2.0,63,17700.798879
6.0,101,17704.330395
6.0,107,17707.940308
3.0,60,17708.50181
26.0,470,17723.266227
6.0,107,17726.96415
11.0,176,17731.209095
7.0,132,17735.030228
6.0,107,17738.629586
6.0,108,17742.236943
4.0,76,17742.935611
6.0,107,17746.52905
6.0,101,17750.08332
2.0,63,17750.668478
11.0,173,17757.496881
6.0,103,17758.456053
6.0,101,17761.979753
4.0,77,17765.29443
9.0,152,17769.317415
8.0,150,17773.322051
6.0,101,17776.895519
20.0,272,17784.677051
6.0,107,17788.285193
4.0,75,17791.606402
6.0,103,17792.56469
7.0,141,17796.459036
28.0,463,17811.447591
5.0,103,17815.00195
5.0,103,17818.492838
19.0,254,17825.919465
3.0,78,17826.63186
9.0,163,17833.242638
5.0,101,17834.132378
4.0,77,17837.377698
31.0,596,17855.722545
4.0,76,17856.403286
9.0,171,17863.114863
6.0,112,17864.121455
4.0,77,17867.386393
10.0,191,17871.684814
5.0,106,17875.219197
18.0,273,17882.815289
18.0,240,17890.087148
4.0,76,17893.342731
4.0,77,17896.603455
3.0,76,17897.271977
6.0,101,17900.771116
3.0,75,17901.44303
2.0,60,17904.566687
3.0,75,17907.830815
8.0,143,17911.654363
37.0,643,17930.254332
4.0,76,17930.934063
4.0,75,17934.202694
5.0,88,17937.59942
4.0,77,17938.301681
3.0,75,17941.553309
30.0,520,17956.471021
4.0,76,17957.143139
4.0,78,17960.388994
4.0,79,17963.644058
5.0,77,17964.315559
4.0,75,17967.567367
11.0,174,17971.685423
5.0,107,17975.195019
30.0,502,17989.926356
32.0,519,18004.859882
14.0,240,18012.132143
19.0,263,18019.617351
5.0,146,18023.514764
24.0,467,18037.972598
14.0,239,18045.211161
8.0,146,18049.054505
30.0,490,18063.672778
8.0,173,18067.791404
26.0,496,18082.484935
6.0,102,18085.947014
3.0,69,18086.549093
4.0,102,18090.028841
6.0,101,18093.481645
24.0,469,18105.340451
2.0,62,18108.478457
6.0,101,18111.944479
6.0,101,18112.862934
5.0,106,18116.436712
11.0,254,18124.08345
4.0,82,18127.475376
7.0,140,18131.401546
11.0,206,18138.648122
13.0,199,18143.172703
4.0,124,18146.995765
18.0,287,18155.036165
5.0,129,18158.908619
18.0,254,18166.589101
5.0,106,18170.134905
2.0,60,18173.503886
5.0,103,18174.52644
10.0,173,18181.190348
5.0,103,18184.64967
37.0,659,18203.341138
25.0,524,18218.234513
5.0,108,18221.768601
26.0,466,18233.555508
6.0,101,18236.980711
23.0,463,18251.372968
18.0,270,18258.828563
26.0,463,18270.638504
27.0,492,18285.191332
40.0,647,18303.628555
30.0,544,18321.261753
20.0,280,18329.011719
28.0,522,18343.8501
20.0,287,18351.542244
27.0,514,18366.416752
45.0,662,18385.047313
40.0,593,18403.16085
28.0,524,18418.037388
26.0,496,18432.645835
28.0,490,18447.284445
4.0,68,18447.873488
26.0,508,18462.524547
16.0,233,18469.691931
4.0,75,18472.93185
4.0,75,18473.594272
2.0,61,18476.708794
4.0,80,18477.428986
5.0,102,18480.926227
6.0,101,18484.416079
11.0,167,18488.502903
15.0,222,18495.648135
9.0,157,18499.659154
19.0,279,18507.398983
29.0,513,18522.325293
15.0,238,18529.666758
28.0,562,18547.733294
10.0,168,18551.837387
4.0,75,18555.109455
9.0,159,18559.169544
9.0,158,18563.206016
5.0,127,18566.980419
7.0,143,18570.956085
3.0,68,18574.208133
2.0,62,18574.798012
1.0,62,18577.962202
26.0,594,18593.445788
5.0,197,18600.34358
5.0,132,18604.081208
9.0,159,18608.039432
32.0,590,18626.777093
2.0,62,18627.325006
5.0,108,18630.825551
9.0,158,18634.77536
7.0,143,18638.600202
29.0,566,18656.424533
3.0,70,18657.047899
7.0,142,18660.876975
22.0,473,18675.312062
5.0,127,18679.003702
18.0,269,18686.488939
21.0,469,18700.97601
4.0,68,18701.574929
8.0,153,18708.043872
9.0,158,18712.001663
4.0,83,18712.734358
3.0,68,18715.902198
17.0,257,18723.355538
2.0,60,18723.878492
5.0,101,18727.359599
8.0,151,18731.277141
7.0,142,18737.668096
5.0,101,18738.577506
14.0,239,18745.888508
4.0,76,18749.142118
4.0,76,18749.817141
9.0,152,18756.360672
18.0,292,18764.171031
40.0,652,18783.090131
28.0,560,18798.700642
4.0,75,18801.991075
25.0,492,18816.796524
9.0,166,18820.8809
25.0,503,18835.733849
22.0,467,18850.260478
16.0,271,18857.860579
26.0,508,18872.723202
5.0,110,18876.337398
7.0,140,18880.274156
26.0,519,18895.777229
5.0,110,18899.479698
22.0,468,18911.906312
33.0,594,18930.810496
21.0,463,18945.941648
13.0,240,18950.947368
13.0,238,18958.59074
13.0,238,18966.253984
25.0,510,18981.821623
18.0,284,18989.908555
8.0,144,18993.950883
8.0,150,19000.681205
8.0,150,19004.735142
7.0,141,19008.705718
36.0,681,19028.013601
5.0,124,19031.70535
7.0,143,19035.583246
24.0,516,19050.606286
26.0,522,19065.64621
22.0,518,19080.650825
6.0,101,19084.166837
7.0,157,19088.177404
23.0,464,19102.717466
36.0,661,19121.66175
35.0,593,19139.941493
25.0,474,19154.555099
7.0,144,19158.439377
17.0,255,19165.897784
32.0,600,19181.709269
29.0,561,19199.743145
17.0,262,19207.288772
18.0,263,19214.835428
5.0,102,19218.349983
23.0,506,19233.333364
7.0,144,19237.200205
6.0,109,19240.78064
27.0,510,19255.757924
6.0,101,19256.681903
4.0,69,19259.891851
27.0,519,19274.925606
5.0,102,19278.439305
4.0,68,19279.03981
39.0,630,19297.684309
5.0,104,19301.22496
8.0,140,19305.076668
26.0,485,19319.98554
33.0,593,19338.480451
26.0,474,19350.625993
27.0,480,19365.530144
17.0,238,19372.936621
12.0,167,19377.105201
17.0,288,19385.01926
15.0,238,19392.434841
29.0,498,19409.129536
4.0,101,19412.663491
15.0,240,19420.102514
30.0,543,19435.6098
22.0,512,19450.837879
7.0,128,19454.647468
5.0,102,19458.216104
9.0,173,19462.4856
23.0,551,19480.618972
25.0,517,19495.7853
3.0,68,19496.406062
12.0,201,19503.47968
17.0,460,19515.536367
16.0,198,19522.602344
2.0,60,19523.14971
15.0,238,19530.565111
18.0,265,19538.271949
12.0,169,19545.068651
11.0,175,19549.433536
16.0,238,19557.116086
6.0,108,19560.72245
23.0,518,19576.016879
39.0,573,19591.790967
27.0,518,19607.09169
12.0,173,19614.001447
17.0,233,19618.762342
12.0,167,19625.545928
22.0,264,19633.169322
6.0,140,19637.035735
26.0,522,19652.092532
6.0,108,19655.64163
40.0,663,19674.583741
8.0,140,19678.426071
26.0,522,19693.526737
21.0,255,19700.989193
38.0,655,19720.005054
24.0,498,19734.835683
19.0,274,19742.520021
25.0,474,19757.158517
4.0,98,19760.640345
28.0,528,19775.743327
10.0,160,19779.758884
7.0,128,19783.538579
16.0,240,19790.895758
9.0,160,19794.947331
23.0,254,19802.404686
21.0,273,19810.052113
11.0,167,19816.694552
8.0,141,19820.543802
5.0,102,19821.462925
25.0,463,19835.984764
7.0,128,19839.691
8.0,143,19843.543817
11.0,165,19850.202084
11.0,168,19854.265861
32.0,567,19869.684803
11.0,165,19876.362099
18.0,238,19881.09516
11.0,168,19887.766137
43.0,883,19913.780286
10.0,158,19917.766705
4.0,68,19918.38991
31.0,506,19933.370623
32.0,496,19948.367297
35.0,533,19963.75123
29.0,482,19978.669953
32.0,509,19993.813192
7.0,128,19997.649905
21.0,262,20005.860142
22.0,268,20013.626125
27.0,479,20028.700439
26.0,478,20043.706139
9.0,143,20047.712587
10.0,174,20052.077399
5.0,124,20055.930402
8.0,143,20059.858816
11.0,166,20066.490326
32.0,566,20081.876946
8.0,157,20085.861907
6.0,124,20089.548407
35.0,605,20107.957642
27.0,525,20123.023782
27.0,502,20137.912477
40.0,863,20163.889911
9.0,142,20167.781267
31.0,539,20182.995077
17.0,240,20190.31652
4.0,68,20190.932992
43.0,608,20209.426633
11.0,173,20216.183644
10.0,168,20220.318134
35.0,629,20239.09395
22.0,263,20246.731435
4.0,70,20247.373883
11.0,157,20254.0244
37.0,879,20277.643434
6.0,141,20284.159014
7.0,150,20288.146223
37.0,686,20307.39056
4.0,111,20310.981283
4.0,71,20314.240052
17.0,236,20318.98385
10.0,172,20325.744407
6.0,101,20326.665661
25.0,516,20344.30324
34.0,587,20360.102997
3.0,60,20363.345469
40.0,597,20379.756356
3.0,60,20383.001917
4.0,76,20383.733398
3.0,60,20386.954011
42.0,664,20406.781608
6.0,111,20410.572086
6.0,102,20414.245757
3.0,60,20414.820946
3.0,60,20418.093608
3.0,60,20418.680838
19.0,238,20426.302902
41.0,665,20445.572272
6.0,103,20449.129276
8.0,142,20452.991793
17.0,233,20460.290564
8.0,142,20464.158251
12.0,174,20468.306733
10.0,165,20474.970052
40.0,885,20499.033881
21.0,539,20516.898694
4.0,71,20517.537724
4.0,76,20520.832849
6.0,108,20524.402827
6.0,107,20527.971474
6.0,107,20528.937437
4.0,128,20532.669529
19.0,447,20547.070731
6.0,108,20550.637329
4.0,108,20554.197565
4.0,107,20555.165555
5.0,101,20558.645366
37.0,668,20577.576072
25.0,523,20592.6047
8.0,158,20599.194963
10.0,158,20603.212228
5.0,124,20606.914588
6.0,101,20610.41686
6.0,112,20614.544585
11.0,167,20618.647687
27.0,518,20633.607579
28.0,522,20648.537251
21.0,270,20656.079356
6.0,103,20659.571369
5.0,107,20663.122445
8.0,141,20666.964929
4.0,124,20670.674754
38.0,598,20686.391609
22.0,256,20693.84328
6.0,131,20700.166283
16.0,258,20707.65436
37.0,658,20726.406579
16.0,238,20733.746925
8.0,157,20737.780489
41.0,920,20764.478512
4.0,129,20768.271751
18.0,465,20783.018432
8.0,155,20787.048454
27.0,634,20805.676938
25.0,493,20820.378167
39.0,631,20838.795453
4.0,130,20842.529896
5.0,124,20846.208865
3.0,126,20849.875974
21.0,463,20861.749718
14.0,241,20869.073553
25.0,464,20883.515321
12.0,247,20890.924142
7.0,176,20895.082265
22.0,474,20909.640094
4.0,141,20913.503989
6.0,125,20917.204062
15.0,273,20924.818548
10.0,171,20928.89659
20.0,506,20943.768607
8.0,140,20947.590587
10.0,174,20954.277003
21.0,465,20966.190717
12.0,192,20973.104357
15.0,238,20980.354333
21.0,463,20992.219867
26.0,513,21007.126812
18.0,270,21014.664197
9.0,171,21021.355921
13.0,198,21025.696691
22.0,248,21033.019132
17.0,238,21040.28695
6.0,174,21044.384697
26.0,544,21062.003953
15.0,237,21066.72653
23.0,499,21081.523374
4.0,141,21085.367311
21.0,470,21100.140477
7.0,158,21104.185295
4.0,131,21107.976258
3.0,129,21111.811244
16.0,287,21122.357519
7.0,151,21126.371703
6.0,143,21130.302749
20.0,477,21145.381495
18.0,241,21152.91134
20.0,466,21165.177264
4.0,130,21168.996243
4.0,129,21172.818682
9.0,156,21176.920153
4.0,101,21180.496534
16.0,250,21188.114495
24.0,523,21203.591304
5.0,107,21207.272896
6.0,109,21210.956678
23.0,469,21226.914418
8.0,159,21231.084416
6.0,101,21234.62477
26.0,528,21249.621338
5.0,103,21253.178067
31.0,539,21268.439477
24.0,448,21280.311972
13.0,199,21287.299764
19.0,256,21294.971142
4.0,101,21298.518627
4.0,128,21302.326279
3.0,129,21306.177088
5.0,127,21310.076926
5.0,111,21311.179231
19.0,238,21319.691857
14.0,239,21328.961396
5.0,101,21333.330073
8.0,158,21337.756387
22.0,437,21353.63769
33.0,536,21369.699936
34.0,543,21385.902276
29.0,484,21401.041389
31.0,492,21416.042968
21.0,262,21423.697075
10.0,238,21431.054717
29.0,497,21443.382846
6.0,141,21449.859677
5.0,141,21453.741588
6.0,103,21457.316157
8.0,166,21461.421814
6.0,103,21464.937795
4.0,126,21468.68293
6.0,126,21472.447894
19.0,254,21480.115872
5.0,142,21484.248148
8.0,226,21489.355925
6.0,143,21496.309777
6.0,127,21500.479921
31.0,522,21516.982785
4.0,128,21520.952267
27.0,463,21533.467137
17.0,238,21541.717152
19.0,285,21550.666621
9.0,175,21558.176768
9.0,182,21562.905322
31.0,656,21583.957627
9.0,175,21591.264444
39.0,630,21611.188637
36.0,601,21627.938954
34.0,533,21643.925766
27.0,519,21659.760424
48.0,691,21682.734074
5.0,150,21686.91288
18.0,255,21694.799578
9.0,175,21699.196827
6.0,101,21702.873267
13.0,235,21710.543977
7.0,173,21714.764571
5.0,143,21718.701406
5.0,141,21725.224201
5.0,142,21729.164775
34.0,600,21745.198411
6.0,111,21748.824622
18.0,213,21755.971017
19.0,263,21763.596574
13.0,197,21768.010795
9.0,144,21774.527902
18.0,262,21782.128593
7.0,125,21785.898993
34.0,561,21801.445901
17.0,213,21808.582208
25.0,517,21823.680432
6.0,123,21827.406257
5.0,108,21831.036954
16.0,222,21836.233934
47.0,682,21858.495157
11.0,173,21862.77945
5.0,103,21866.364948
20.0,284,21874.148748
6.0,167,21878.286339
28.0,484,21893.096616
4.0,68,21896.315753
3.0,69,21896.949106
6.0,108,21900.546271
29.0,533,21915.83582
42.0,894,21942.338854
22.0,276,21950.083973
5.0,107,21953.689981
24.0,468,21968.416272
6.0,123,21972.11646
6.0,103,21975.704254
9.0,143,21979.7305
5.0,108,21980.796625
20.0,267,21991.067831
31.0,547,22006.405152
6.0,125,22010.144903
4.0,68,22010.751259
5.0,112,22014.41256
4.0,69,22017.698517
6.0,110,22021.387919
3.0,60,22021.9662
9.0,175,22026.257656
4.0,69,22029.565361
6.0,110,22033.270071
12.0,189,22037.690953
4.0,70,22040.956322
4.0,68,22041.612815
6.0,107,22045.29126
24.0,630,22064.144805
5.0,108,22067.789587
12.0,173,22072.064958
7.0,142,22076.016581
8.0,142,22082.61346
6.0,107,22083.636942
6.0,107,22087.29233
7.0,107,22091.000364
3.0,60,22094.21995
24.0,471,22106.786078
32.0,560,22125.996219
23.0,509,22142.462929
6.0,111,22143.730345
19.0,232,22151.559845
7.0,107,22155.407796
43.0,629,22175.838425
4.0,69,22179.217768
6.0,125,22183.138348
6.0,107,22184.191405
6.0,107,22187.950418
7.0,107,22191.727813
6.0,111,22195.576906
16.0,240,22203.673038
27.0,474,22218.186138
38.0,630,22239.847802
14.0,190,22247.54931
6.0,101,22251.33704
4.0,68,22252.008538
14.0,190,22259.447611
15.0,198,22264.112276
7.0,136,22268.062057
4.0,71,22271.436837
7.0,109,22275.113115
17.0,222,22280.04649
29.0,511,22295.871926
28.0,507,22311.017974
6.0,123,22314.764604
33.0,513,22329.82775
10.0,151,22336.340285
6.0,112,22337.356063
46.0,911,22366.314058
12.0,173,22370.526754
6.0,103,22374.042557
6.0,101,22374.984003
6.0,102,22378.496426
6.0,103,22382.058038
23.0,262,22389.686551
2.0,78,22393.083793
4.0,125,22396.903912
29.0,498,22411.988037
