#{"t_start": 1600177009.340571, "env_id": null}
r,l,t
4.0,107,11.020721
3.0,139,18.648865
4.0,140,26.391825
4.0,107,32.318914
4.0,107,38.338807
3.0,124,45.588242
4.0,107,51.852015
4.0,107,58.204024
3.0,124,65.449366
4.0,123,72.44831
4.0,107,78.804666
